slug,name,roaster,rating,review_date,aroma,acid_or_milk,body,flavor,type_with_milk,roast_dark,roast_light,roast_medium,roast_medium_dark,roast_medium_light,roast_very_dark,roast_nan,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,type_espresso,type_organic,type_fair_trade,type_decaffeinated,type_pod_capsule,type_blend,type_estate,location,origin,roast,est_price,agtron,acid,aftertaste,with_milk,normalized_rating,origin_derived,review_year,review_month,popularity_tier
bluekoff-medium-roast,Bluekoff Medium Roast,Bluekoff Company,89.0,2009-12-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"Bangkok, Thailand",Northern Thailand.,Medium,,48/70,7.0,7.0,,7.75,Northern Thailand.,2009,December,Moderately Popular
hawaii-kau-ahsan-farm,Hawaii Ka’u AhSan Farm,Paradise Roasters,91.0,2009-12-01,8.0,7.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Ramsey, Minnesota","Ka'u growing district, southwestern corner of the ""Big Island"" of Hawaii.",Light,,65/85,7.0,7.0,,8.3125,"southwestern corner of the ""Big Island"" of Hawaii.",2009,December,Highly Popular
sumatra-13,Sumatra,Tully's Coffee,89.0,2009-12-01,8.0,8.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seattle, Washington","Northern Sumatra, Indonesia",Medium-Dark,,33/52,8.0,8.0,,7.75,Indonesia,2009,December,Moderately Popular
breakfast-blend-17,Breakfast Blend,Tully's Coffee,87.0,2009-12-01,8.0,7.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seattle, Washington",Not disclosed.,Medium-Dark,,42/50,7.0,7.0,,7.1875,Not disclosed.,2009,December,Moderately Popular
house-blend-13,House Blend,Tully's Coffee,90.0,2009-12-01,8.0,8.0,8.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seattle, Washington",Not disclosed.,Dark,,33/44,8.0,8.0,,8.03125,Not disclosed.,2009,December,Highly Popular
satori-blend,Satori Blend,Terroir Coffee,92.0,2009-12-01,9.0,8.0,9.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acton, Massachusetts",Not disclosed.,Medium,,47/64,8.0,8.0,,8.59375,Not disclosed.,2009,December,Highly Popular
gingerbread-blend,Gingerbread Blend,Terroir Coffee,93.0,2009-12-01,9.0,8.0,9.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acton, Massachusetts",Not disclosed.,Medium,,46/60,8.0,8.0,,8.875,Not disclosed.,2009,December,Highly Popular
el-salvador-santa-rita-peaberry,El Salvador Santa Rita Peaberry,Cuvee Coffee Roasting,91.0,2009-12-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spicewood, Texas","Ahuachapan Department, El Salvador.",Medium-Light,,53/75,8.0,8.0,,8.3125,El Salvador.,2009,December,Highly Popular
colombia-supremo-3,Colombia Supremo,Gavina Gourmet Coffee,91.0,2009-12-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vernon, California",Colombia.,Medium,,54/65,8.0,8.0,,8.3125,Colombia.,2009,December,Highly Popular
tanzanian-peaberry-ruvuma,Tanzanian Peaberry Ruvuma,La Bean Coffee,91.0,2009-12-01,8.0,8.0,8.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Summitville, New York","Ruvuma growing region, southwestern Tanzania.",Medium-Dark,,41/56,8.0,8.0,,8.3125,southwestern Tanzania.,2009,December,Highly Popular
el-salvador-pepinal-bourbon,El Salvador Pepinal Bourbon,Klatch Coffee,92.0,2009-12-01,8.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"San Dimas, California","Usulutan Department, El Salvador.",Light,,64/96,8.0,8.0,,8.59375,El Salvador.,2009,December,Highly Popular
guatemala-san-martin-buena-vista,Guatemala San Martin Buena Vista,Four Barrel Coffee,92.0,2009-12-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"San Francisco, California","Chimaltenango Department, Guatemala.",Medium-Light,,52/75,8.0,8.0,,8.59375,Guatemala.,2009,December,Highly Popular
organic-colombia-2,Organic Colombia,Kickapoo Coffee,92.0,2009-12-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Viroqua, Wisconsin","Fondo P?ez Cooperative, Valle de Cauca Department, western Colombia.",Medium-Light,,58/79,8.0,8.0,,8.59375,western Colombia.,2009,December,Highly Popular
organic-mexico-yachil-cooperative,Organic Mexico Yachil Cooperative,Conscious Coffee,92.0,2009-12-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boulder, Colorado","Chiapas State, Mexico",Medium,,52/66,8.0,8.0,,8.59375,Mexico,2009,December,Highly Popular
ethiopia-amaro-gayo-5,Ethiopia Amaro Gayo,Bull Run Roasting,93.0,2009-12-01,9.0,9.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Minneapolis, Minnesota",Ethiopia,Medium,,47/68,9.0,9.0,,8.875,Ethiopia,2009,December,Highly Popular
kenya-gichathaini,Kenya Gichathaini,Intelligentsia Coffee,94.0,2009-12-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago, Illinois","Nyeri growing region, south-central Kenya.",Medium-Light,,52/82,8.0,8.0,,9.15625,south-central Kenya.,2009,December,Highly Popular
ethiopia-yirgacheffe-koke,Ethiopia Yirgacheffe Koke,Barismo,94.0,2009-12-01,9.0,9.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Arlington, Massachusetts","Yirgacheffe growing region, Sidamo Province, southern Ethiopia.",Medium,,51/70,9.0,9.0,,9.15625,southern Ethiopia.,2009,December,Highly Popular
costa-rica-finca-cerro-palado,Costa Rica Finca Cerro Palado,PT's Coffee Roasting Co.,95.0,2009-12-01,8.0,9.0,9.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Topeka, Kansas","Tarrazu growing region, central Costa Rica.",Medium-Light,,55/77,9.0,9.0,,9.4375,central Costa Rica.,2009,December,Highly Popular
kenya-aa-top,Kenya AA Top,Simon Hsieh's Aroma Roast Coffees,96.0,2009-12-01,9.0,9.0,8.0,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taoyuan City, Taiwan",Kenya.,Medium,,49/64,9.0,9.0,,9.71875,Kenya.,2009,December,Highly Popular
ethiopia-washed-yirgacheffe-koke-grade-1,"Ethiopia Washed Yirgacheffe, Koke Grade 1",Simon Hsieh's Aroma Roast Coffees,97.0,2009-12-01,9.0,9.0,8.0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taoyuan City, Taiwan","Yirgacheffe growing region, Sidamo Province, southern Ethiopia.",Medium-Light,,49/78,9.0,9.0,,10.0,southern Ethiopia.,2009,December,Highly Popular
la-esmeralda,La Esmeralda,Terroir Coffee,95.0,2009-12-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Acton, Massachusetts","Boquete growing region, western Panama",Medium-Light,,55/82,9.0,9.0,,9.4375,western Panama,2009,December,Highly Popular
single-estate-decaf-medium,Single-Estate Decaf Medium,Doi Chaang Coffee,90.0,2009-12-01,8.0,8.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,"Calgary, Alberta, Canada",Northern Thailand.,Medium-Dark,,25/61,8.0,8.0,,8.03125,Northern Thailand.,2009,December,Highly Popular
guatemalan-finca-el-valle-special-reserve,Guatemalan Finca El Valle Special Reserve,Green Mountain Coffee,90.0,2009-11-01,8.0,8.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"Waterbury, Vermont","Antigua valley, Guatemala.",Medium-Light,,53/74,8.0,8.0,,8.03125,Guatemala.,2009,November,Highly Popular
sumatra-danau-toba-3,Sumatra Danau Toba,Paradise Roasters,94.0,2009-11-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Ramsey, Minnesota","Northern Sumatra, Indonesia",Medium-Light,,58/73,9.0,9.0,,9.15625,Indonesia,2009,November,Highly Popular
kenya-aa-kagumoini,Kenya AA Kagumoini,Willoughby's Coffee & Tea,92.0,2009-11-01,8.0,9.0,8.0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Branford, Connecticut","Nyeri growing region, south-central Kenya.",Light,,64/93,9.0,9.0,,8.59375,south-central Kenya.,2009,November,Highly Popular
kenya-githiru,Kenya Githiru,Klatch Coffee,95.0,2009-11-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"San Dimas, California",South-central Kenya,Medium-Light,,53/75,9.0,9.0,,9.4375,South-central Kenya,2009,November,Highly Popular
kenya-wagamuga,Kenya Wagamuga,Paradise Roasters,92.0,2009-11-01,8.0,9.0,8.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ramsey, Minnesota",South-central Kenya,Medium,,47/68,9.0,9.0,,8.59375,South-central Kenya,2009,November,Highly Popular
el-salvador-finca-las-mercedes,El Salvador Finca Las Mercedes,PT's Coffee Roasting Co.,92.0,2009-11-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Topeka, Kansas","Usulutan Department, El Salvador.",Medium-Light,,53/74,8.0,8.0,,8.59375,El Salvador.,2009,November,Highly Popular
panama-elida-estate-natural-2,Panama Elida Estate Natural,PT's Coffee Roasting Co.,95.0,2009-11-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Topeka, Kansas","Boquete growing region, western Panama",Medium-Light,,55/79,9.0,9.0,,9.4375,western Panama,2009,November,Highly Popular
espresso-classico-3,Espresso Classico,Paradise Roasters,91.0,2009-11-01,8.0,8.0,8.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ramsey, Minnesota",Not disclosed.,Medium,,47/61,,8.0,8.0,8.3125,Not disclosed.,2009,November,Highly Popular
espresso-nuevo-2,Espresso Nuevo,Paradise Roasters,93.0,2009-11-01,8.0,9.0,9.0,9.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ramsey, Minnesota",Not disclosed.,Medium-Dark,,40/48,,8.0,9.0,8.875,Not disclosed.,2009,November,Highly Popular
sweet-blend,Sweet Blend,Sweet Cafe,91.0,2009-11-01,8.0,8.0,9.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taichung City, Taiwan",Sumatra; Colombia; Brazil; Ethiopia; Costa Rica; Papua New Guinea,Medium-Dark,,36/51,8.0,8.0,,8.3125,Sumatra; Colombia; Brazil; Ethiopia; Costa Rica; Papua New Guinea,2009,November,Highly Popular
kenya-chui,Kenya Chui,Safari Cup,91.0,2009-11-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chicago, Illinois",Kenya.,Medium,,49/71,8.0,8.0,,8.3125,Kenya.,2009,November,Highly Popular
espresso-11,Espresso,Coffea Roasters,90.0,2009-11-01,8.0,8.0,8.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Falls Church, Virginia",Guatemala,Very Dark,,29/36,,7.0,8.0,8.03125,Guatemala,2009,November,Highly Popular
honduras-marcala,Honduras Marcala,Crescent Moon Coffee & Tea,88.0,2009-11-01,8.0,7.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mickleton, New Jersey","Marcala growing region, La Paz Department, Honduras.",Medium-Dark,,42/53,7.0,7.0,,7.46875,Honduras.,2009,November,Moderately Popular
sumatra-organic-2,Sumatra Organic,The Roasterie,88.0,2009-11-01,8.0,7.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kansas City, Missouri","Mandheling growing region, northern Sumatra, Indonesia.",Medium-Dark,,38/55,7.0,7.0,,7.46875,Indonesia.,2009,November,Moderately Popular
sumatra-aceh,Sumatra Aceh,Barrington Coffee Roasting Co.,89.0,2009-11-01,8.0,8.0,8.0,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee, Massachusetts","Aceh Province, northern Sumatra, Indonesia.",Light,,66/92,8.0,8.0,,7.75,Indonesia.,2009,November,Moderately Popular
bolivia-summit-roast,Bolivia Summit Roast,Trailhead Coffee Roasters,89.0,2009-11-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portland, Oregon",Bolivia.,Medium,,46/57,7.0,7.0,,7.75,Bolivia.,2009,November,Moderately Popular
organic-ethiopian-yirgacheffe-2,Organic Ethiopian Yirgacheffe,Archer Farms,89.0,2009-11-01,8.0,8.0,7.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Minneapolis, Minnesota","Yirgacheffe growing region, Sidamo Province, southern Ethiopia.",Medium,,47/57,8.0,8.0,,7.75,southern Ethiopia.,2009,November,Moderately Popular
gourmet-kenya,Gourmet Kenya,Growers Alliance Coffee,89.0,2009-11-01,8.0,8.0,8.0,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jacksonville, Florida",Kenya.,Dark,,32/44,8.0,8.0,,7.75,Kenya.,2009,November,Moderately Popular
ethiopia-aleta-wondo-natural,Ethiopia Aleta Wondo Natural,Kaldi's Coffee Roasting,90.0,2009-11-01,8.0,8.0,7.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"St. Louis, Missouri","Aleta Wondo Valley, western Ethiopia.",Medium-Light,,60/80,8.0,8.0,,8.03125,western Ethiopia.,2009,November,Highly Popular
brazil-alpenglow-roast,Brazil Alpenglow Roast,Trailhead Coffee Roasters,90.0,2009-11-01,8.0,8.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portland, Oregon",Brazil.,Medium,,46/60,8.0,8.0,,8.03125,Brazil.,2009,November,Highly Popular
guatemala-guayab-light-roast,Guatemala Guaya’b Light Roast,Thanksgiving Coffee,90.0,2009-11-01,8.0,8.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Fort Bragg, California","Huehuetenango growing region, Guatemala.",Medium-Dark,,44/49,8.0,8.0,,8.03125,Guatemala.,2009,November,Highly Popular
costa-rica-tarrazu-cerro-del-fuego,Costa Rica Tarrazu Cerro Del Fuego,Batdorf & Bronson Coffee Roasters,91.0,2009-11-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,"Olympia, Washington","Tarrazu growing region, central Costa Rica.",Medium-Light,,56/69,8.0,8.0,,8.3125,central Costa Rica.,2009,November,Highly Popular
organic-colombia-fondo-paez-cooperative-2,Organic Colombia Fondo Paez Cooperative,Conscious Coffee,92.0,2009-11-01,8.0,9.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boulder, Colorado","Fondo P?ez Cooperative, Valle de Cauca Department, western Colombia.",Medium,,50/57,9.0,9.0,,8.59375,western Colombia.,2009,November,Highly Popular
ethiopian-yirgacheffe-3,Ethiopian Yirgacheffe,Yo el Rey Roasting,92.0,2009-11-01,8.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Calistoga, California","Yirgacheffe growing region, Sidamo Province, southern Ethiopia.",Medium,,48/57,8.0,8.0,,8.59375,southern Ethiopia.,2009,November,Highly Popular
organic-ethiopian-washed-sidamo,Organic Ethiopian Washed Sidamo,Conscious Coffee,93.0,2009-11-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boulder, Colorado","Sidamo growing region, southern Ethiopia.",Medium,,50/63,8.0,8.0,,8.875,southern Ethiopia.,2009,November,Highly Popular
fair-trade-organic-ethiopia-yirgacheffe,Fair Trade Organic Ethiopia Yirgacheffe,Green Mountain Coffee,94.0,2009-11-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,"Waterbury, Vermont","Yirgacheffe growing region, Sidamo Province, southern Ethiopia.",Medium,,45/61,8.0,8.0,,9.15625,southern Ethiopia.,2009,November,Highly Popular
guatemalan-fraijanes-finca-santa-luisa,Guatemalan Fraijanes Finca Santa Luisa,Barrington Coffee Roasting Co.,91.0,2009-10-01,8.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee, Massachusetts","Fraijanes growing region, Guatemala.",Light,,62/92,8.0,8.0,,8.3125,Guatemala.,2009,October,Highly Popular
kenya-aa-nyeri-kirimara-estate,Kenya AA Nyeri Kirimara Estate,Barrington Coffee Roasting Co.,92.0,2009-10-01,8.0,9.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lee, Massachusetts",South-central Kenya,Light,,62/86,9.0,9.0,,8.59375,South-central Kenya,2009,October,Highly Popular
donut-house-decaf-k-cup,Donut House Decaf (K-Cup),Green Mountain Coffee,86.0,2009-10-01,7.0,7.0,8.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"Waterbury, Vermont",Not disclosed.,Medium,,0/55,7.0,7.0,,6.90625,Not disclosed.,2009,October,Moderately Popular
donut-house-coffee-k-cup,Donut House Coffee (K-Cup),Green Mountain Coffee,88.0,2009-10-01,8.0,8.0,7.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"Waterbury, Vermont",Not disclosed.,Medium,,0/55,8.0,8.0,,7.46875,Not disclosed.,2009,October,Moderately Popular
sumatra-blue-batak-7,Sumatra Blue Batak,Paradise Roasters,93.0,2009-10-01,9.0,8.0,8.0,9.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Ramsey, Minnesota","Northern Sumatra, Indonesia",Medium,,51/69,8.0,8.0,,8.875,Indonesia,2009,October,Highly Popular
bali-blue-moon,Bali Blue Moon,La Bean Coffee,88.0,2009-10-01,8.0,7.0,8.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"Summitville, New York",Bali,Medium-Dark,,43/55,7.0,7.0,,7.46875,Bali,2009,October,Moderately Popular
costa-rican-shb-naranjo-cattelya-especial,Costa Rican SHB Naranjo Cattelya Especial,La Bean Coffee,88.0,2009-10-01,8.0,7.0,7.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Summitville, New York","Naranjo, Costa Rica.",Medium-Dark,,45/56,7.0,7.0,,7.46875,Costa Rica.,2009,October,Moderately Popular
single-origin-medium-roast-2,Single Origin Medium Roast,Doi Chaang Coffee,90.0,2009-10-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Calgary, Alberta, Canada",Northern Thailand.,Medium,,46/68,7.0,7.0,,8.03125,Northern Thailand.,2009,October,Highly Popular
pikos-peaberry-medium-roast,Piko’s Peaberry Medium Roast,Doi Chaang Coffee,91.0,2009-10-01,8.0,8.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,"Calgary, Alberta, Canada",Northern Thailand.,Medium-Light,,44/94,8.0,8.0,,8.3125,Northern Thailand.,2009,October,Highly Popular
ethiopia-sidamo-amaro,Ethiopia Sidamo Amaro,Paradise Roasters,91.0,2009-10-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ramsey, Minnesota","Sidamo growing region, southern Ethiopia.",Medium-Light,,54/87,8.0,8.0,,8.3125,southern Ethiopia.,2009,October,Highly Popular
onca-warrior-house-blend,Onca Warrior House Blend,Coffea Roasters,92.0,2009-10-01,9.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Falls Church, Virginia",Guatemala,Medium-Light,,58/81,8.0,8.0,,8.59375,Guatemala,2009,October,Highly Popular
india-anokhi-liberica,India Anokhi Liberica,Badbeard's Microroastery,87.0,2009-10-01,9.0,6.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portland, Oregon",Southern India.,Medium-Light,,53/69,6.0,6.0,,7.1875,Southern India.,2009,October,Moderately Popular
indian-malabar,Indian Malabar,Storehouse Coffee,87.0,2009-10-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hendersonville, North Carolina",Southern India.,Medium,,44/59,7.0,7.0,,7.1875,Southern India.,2009,October,Moderately Popular
india-elk-hill,India Elk Hill,Zingerman's Coffee,88.0,2009-10-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ann Arbor, Michigan","Karnataka State, southern India.",Medium,,47/59,7.0,7.0,,7.46875,southern India.,2009,October,Moderately Popular
india-kattehollay-estate-peaberry,India Kattehollay Estate Peaberry,Badbeard's Microroastery,88.0,2009-10-01,8.0,7.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Portland, Oregon","Karnataka State, southern India.",Medium,,49/64,7.0,7.0,,7.46875,southern India.,2009,October,Moderately Popular
monsoon-medley,Monsoon Medley,Josuma Coffee,88.0,2009-10-01,8.0,7.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Menlo Park, California",Southern India.,Medium-Light,,50/72,7.0,7.0,,7.46875,Southern India.,2009,October,Moderately Popular
indian-cxr-mandarin,Indian CxR Mandarin,Paradise Roasters,89.0,2009-10-01,8.0,7.0,9.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ramsey, Minnesota","Karnataka State, southern India.",Light,,67/99,7.0,7.0,,7.75,southern India.,2009,October,Moderately Popular
indian-monsooned-malabar,Indian Monsooned Malabar,Julian Coffee Roasters,89.0,2009-10-01,8.0,8.0,8.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Indianapolis, Indiana",Southern India.,Medium,,47/66,8.0,8.0,,7.75,Southern India.,2009,October,Moderately Popular
indian-natural-processed,Indian Natural Processed,Zingerman's Coffee,90.0,2009-10-01,8.0,8.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ann Arbor, Michigan","Karnataka State, southern India.",Medium-Light,,49/78,8.0,8.0,,8.03125,southern India.,2009,October,Highly Popular
selection-9-pulped-natural,Selection 9 Pulped Natural,Kaapi Royale,91.0,2009-10-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kamuela, Hawaii","Karnataka State, southern India.",Medium-Light,,56/78,8.0,8.0,,8.3125,southern India.,2009,October,Highly Popular
india-balmaadi-estate,India Balmaadi Estate,Tony's Coffees & Teas,91.0,2009-10-01,8.0,8.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bellingham, Washington","Nilgiris, southern India.",Medium-Light,,57/72,8.0,8.0,,8.3125,southern India.,2009,October,Highly Popular
colombia-el-descanso-full-flavor-roast,Colombia El Descanso Full Flavor Roast,Terroir Coffee,93.0,2009-10-01,9.0,9.0,8.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Acton, Massachusetts","Huila growing region, Colombia.",Medium-Light,,59/75,9.0,9.0,,8.875,Colombia.,2009,October,Highly Popular
costa-rica-san-francisco-1900-micro-lot,Costa Rica San Francisco 1900 Micro Lot,Willoughby's Coffee & Tea,90.0,2009-10-01,8.0,8.0,7.0,8.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Branford, Connecticut","Tarrazu growing region, central Costa Rica.",Medium-Light,,58/83,8.0,8.0,,8.03125,central Costa Rica.,2009,October,Highly Popular
el-salvador-pacamara-tierra-fertil-los-alpes-reserva-2,El Salvador Pacamara Tierra Fertil Los Alpes Reserva,JBC Coffee Roasters,92.0,2009-09-01,9.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Madison, Wisconsin",Northwestern El Salvador,Light,,67/90,8.0,8.0,,8.59375,Northwestern El Salvador,2009,September,Highly Popular
el-salvador-yellow-bourbon-amarillo-borbollon,El Salvador Yellow Bourbon Amarillo Borbollon,JBC Coffee Roasters,90.0,2009-09-01,8.0,8.0,7.0,8.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Madison, Wisconsin",El Salvador.,Light,,65/81,8.0,8.0,,8.03125,El Salvador.,2009,September,Highly Popular
panama-boquete,Panama Boquete,Our Coffee Barn,89.0,2009-09-01,8.0,7.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spring Valley, Wisconsin","Boquete growing region, western Panama",Medium-Light,,58/73,7.0,7.0,,7.75,western Panama,2009,September,Moderately Popular
panama-elida-estate-reserve,Panama Elida Estate Reserve,Willoughby's Coffee & Tea,91.0,2009-09-01,8.0,9.0,8.0,8.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Branford, Connecticut","Boquete growing region, western Panama",Medium-Light,,55/84,9.0,9.0,,8.3125,western Panama,2009,September,Highly Popular
hacienda-la-esperanza,Hacienda La Esperanza,Coffee From Panama,91.0,2009-09-01,8.0,8.0,8.0,8.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Orlando, Florida","Boquete growing region, western Panama",Light,,72/99,8.0,8.0,,8.3125,western Panama,2009,September,Highly Popular
panama-elida-estate-2,Panama Elida Estate,Klatch Coffee,91.0,2009-09-01,8.0,8.0,8.0,9.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"San Dimas, California","Boquete growing region, western Panama",Light,,61/89,8.0,8.0,,8.3125,western Panama,2009,September,Highly Popular
